Date,Open,High,Low,Close,Adj Close,Volume
9/6/2022,1813.180054,1815.150024,1786.680054,1792.319946,1792.319946,4127340000
9/7/2022,1789.560059,1832.569946,1787.430054,1832,1832,3890320000
9/8/2022,1823.48999,1846.910034,1810.51001,1846.910034,1846.910034,3966850000
9/9/2022,1857.140015,1884.900024,1857.140015,1882.849976,1882.849976,3901940000
9/12/2022,1889.800049,1906.089966,1889.800049,1906.089966,1906.089966,3814200000
9/13/2022,1879.540039,1879.540039,1825.420044,1831.569946,1831.569946,4224550000
9/14/2022,1832.689941,1840.589966,1817.52002,1838.459961,1838.459961,4293240000
9/15/2022,1830.969971,1853.030029,1818.410034,1825.22998,1825.22998,4441830000
9/16/2022,1813.859985,1813.859985,1778.77002,1798.189941,1798.189941,7954650000
9/19/2022,1785.719971,1813.939941,1777.27002,1812.839966,1812.839966,3766850000
9/20/2022,1801.48999,1801.48999,1776.310059,1787.5,1787.5,4058050000
9/21/2022,1796.199951,1813.660034,1761.969971,1762.160034,1762.160034,4078330000
9/22/2022,1760.150024,1760.310059,1716.209961,1722.310059,1722.310059,4284600000
9/23/2022,1707.609985,1707.609985,1658.660034,1679.589966,1679.589966,5144270000
9/26/2022,1674.339966,1701.23999,1653.430054,1655.880005,1655.880005,4886140000
9/27/2022,1669.170044,1689.530029,1650.709961,1662.51001,1662.51001,4577740000
9/28/2022,1668.790039,1725.280029,1668.790039,1715.23999,1715.23999,4684850000
9/29/2022,1710.819946,1710.819946,1656.410034,1674.930054,1674.930054,4681810000
9/30/2022,1672.890015,1707.75,1664.27002,1664.719971,1664.719971,5645360000
10/3/2022,1687.280029,1717.290039,1671.619995,1708.869995,1708.869995,4806680000
10/4/2022,1735.819946,1775.77002,1735.819946,1775.77002,1775.77002,5146580000
10/5/2022,1748.790039,1767.819946,1732.089966,1762.689941,1762.689941,4293180000
10/6/2022,1756.420044,1772.25,1747.030029,1752.51001,1752.51001,4252100000
10/7/2022,1734.650024,1734.920044,1694.959961,1702.150024,1702.150024,4449660000
10/10/2022,1706.160034,1706.829956,1681.97998,1691.920044,1691.920044,3834320000
10/11/2022,1687.599976,1713.73999,1664.910034,1692.920044,1692.920044,4759030000
10/12/2022,1692.959961,1696.790039,1671.880005,1687.76001,1687.76001,4006830000
10/13/2022,1653.949951,1734.27002,1641.939941,1728.410034,1728.410034,5021680000
10/14/2022,1741.319946,1747.839966,1681.5,1682.400024,1682.400024,4243030000
10/17/2022,1701.160034,1738.699951,1701.160034,1735.75,1735.75,4352780000
10/18/2022,1756.359985,1782.069946,1744,1755.959961,1755.959961,4483740000
10/19/2022,1746.969971,1746.969971,1710.209961,1725.76001,1725.76001,4223800000
10/20/2022,1726.550049,1746.290039,1699.97998,1704.390015,1704.390015,4496620000
10/21/2022,1709.609985,1744.900024,1700.630005,1742.23999,1742.23999,5078020000
10/24/2022,1747.680054,1751.439941,1727.199951,1748.400024,1748.400024,4747930000
10/25/2022,1749.619995,1801.199951,1749.619995,1796.160034,1796.160034,4843120000
10/26/2022,1801.98999,1836.060059,1801.290039,1804.329956,1804.329956,4817310000
10/27/2022,1815.52002,1832.089966,1804.699951,1806.319946,1806.319946,4687320000
10/28/2022,1811.619995,1848.25,1804.819946,1846.920044,1846.920044,4459410000
10/31/2022,1839.170044,1854.569946,1833.589966,1846.859985,1846.859985,4820620000
11/1/2022,1864.949951,1868.75,1845.930054,1851.390015,1851.390015,4481210000
11/2/2022,1845.079956,1861.569946,1789.130005,1789.140015,1789.140015,4899000000
11/3/2022,1768.459961,1791.810059,1758.050049,1779.72998,1779.72998,4625290000
11/4/2022,1800.810059,1809.640015,1771.109985,1799.869995,1799.869995,5400180000
11/7/2022,1808.079956,1814.76001,1793.98999,1809.810059,1809.810059,4341620000
11/8/2022,1815.52002,1831.199951,1790.880005,1808.930054,1808.930054,4607640000
11/9/2022,1796.359985,1796.849976,1757.449951,1760.400024,1760.400024,4645010000
11/10/2022,1811.280029,1868.280029,1811.280029,1867.930054,1867.930054,5781260000
11/11/2022,1872.920044,1899.959961,1872.920044,1882.73999,1882.73999,5593310000
11/14/2022,1875.650024,1889.410034,1861.25,1861.25,1861.25,4561930000
11/15/2022,1885.969971,1905.839966,1878.079956,1889.199951,1889.199951,5015310000
11/16/2022,1879.73999,1879.73999,1850.719971,1853.170044,1853.170044,4165320000
11/17/2022,1837.27002,1839.839966,1820.709961,1839.119995,1839.119995,4051780000
11/18/2022,1861.72998,1869.339966,1840.880005,1849.72998,1849.72998,4037360000
11/21/2022,1842.959961,1842.959961,1828.98999,1839.140015,1839.140015,3850690000
11/22/2022,1843.869995,1861.079956,1840.040039,1860.439941,1860.439941,3887990000
11/23/2022,1857.589966,1868.920044,1851.680054,1863.52002,1863.52002,3279720000
11/25/2022,1862.920044,1873.589966,1861,1869.189941,1869.189941,1706460000
11/28/2022,1857.180054,1857.52002,1827.079956,1830.959961,1830.959961,3615430000
11/29/2022,1832.52002,1846.069946,1832.52002,1836.550049,1836.550049,3546040000
11/30/2022,1839.130005,1886.579956,1821.469971,1886.579956,1886.579956,6579360000
12/1/2022,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
12/2/2022,1863.939941,1898.449951,1856.47998,1892.839966,1892.839966,4012620000
12/5/2022,1886.01001,1886.01001,1834.420044,1840.219971,1840.219971,4280820000
12/6/2022,1839.540039,1839.540039,1802.949951,1812.579956,1812.579956,4368380000
12/7/2022,1809.170044,1822.699951,1805.660034,1806.900024,1806.900024,4118050000
12/8/2022,1815.709961,1833.75,1808.849976,1818.290039,1818.290039,4006900000
12/9/2022,1812.150024,1815.810059,1796.660034,1796.660034,1796.660034,3888260000
12/12/2022,1798.790039,1820.5,1793.109985,1818.609985,1818.609985,3904130000
12/13/2022,1851.829956,1880.76001,1823,1832.359985,1832.359985,5079360000
12/14/2022,1831.22998,1845.77002,1812.300049,1820.449951,1820.449951,4472340000
12/15/2022,1806.73999,1806.73999,1770.560059,1774.609985,1774.609985,4493900000
12/16/2022,1759.550049,1765.640015,1746.25,1763.420044,1763.420044,7493660000
12/19/2022,1763.939941,1765.540039,1733.819946,1738.579956,1738.579956,3969610000
12/20/2022,1735.469971,1755.079956,1733.209961,1748.02002,1748.02002,3985370000
12/21/2022,1757.689941,1784.109985,1757.689941,1776.939941,1776.939941,3775200000
12/22/2022,1766.670044,1766.670044,1726.810059,1754.089966,1754.089966,3956950000
12/23/2022,1753.199951,1761.23999,1743.73999,1760.930054,1760.930054,2819280000
12/27/2022,1761.380005,1761.650024,1745.439941,1749.52002,1749.52002,3030300000
12/28/2022,1749.930054,1753.930054,1722.02002,1722.02002,1722.02002,3083520000
12/29/2022,1727.329956,1767.910034,1727.329956,1766.25,1766.25,3003680000
12/30/2022,1759.26001,1763.930054,1747.22998,1761.25,1761.25,2979870000
1/3/2023,1769.75,1785.949951,1737.26001,1750.72998,1750.72998,3959140000
1/4/2023,1758.089966,1781.969971,1758.089966,1772.540039,1772.540039,4414080000
1/5/2023,1766.079956,1766.079956,1745.380005,1753.189941,1753.189941,3893450000
1/6/2023,1764.329956,1795.560059,1758.5,1792.800049,1792.800049,3923560000
1/9/2023,1801.069946,1817.089966,1794.540039,1795.910034,1795.910034,4311770000
1/10/2023,1794.290039,1822.650024,1793.189941,1822.650024,1822.650024,3851030000
1/11/2023,1827.119995,1844.160034,1826.52002,1844.050049,1844.050049,4303360000
1/12/2023,1850.25,1876.060059,1839.089966,1876.060059,1876.060059,4440260000
1/13/2023,1867.5,1889.150024,1861.73999,1887.030029,1887.030029,3939700000
1/17/2023,1886.640015,1892.420044,1880.73999,1884.290039,1884.290039,4235560000
1/18/2023,1890.089966,1903.869995,1854.319946,1854.359985,1854.359985,4298710000
1/19/2023,1846.349976,1846.349976,1825.579956,1836.349976,1836.349976,3991500000
1/20/2023,1847.680054,1867.339966,1836.630005,1867.339966,1867.339966,4013360000
1/23/2023,1868.959961,1896.199951,1867.48999,1890.77002,1890.77002,3945210000
1/24/2023,1887.810059,1892.709961,1878.329956,1885.609985,1885.609985,3320430000
1/25/2023,1873.619995,1890.72998,1858.98999,1890.319946,1890.319946,3724020000
1/26/2023,1899.880005,1909.420044,1882.709961,1903.060059,1903.060059,3809590000
1/27/2023,1899.819946,1918.589966,1896.23999,1911.459961,1911.459961,3907760000
1/30/2023,1903.099976,1909.339966,1885.430054,1885.719971,1885.719971,3802000000
1/31/2023,1888.829956,1931.949951,1888.829956,1931.939941,1931.939941,4679320000
2/1/2023,1929.469971,1976.869995,1921.52002,1960.810059,1960.810059,4856930000
2/2/2023,1968.030029,2007.310059,1968.030029,2001.219971,2001.219971,5624360000
2/3/2023,1989.119995,2005.550049,1976.060059,1985.530029,1985.530029,4694510000
2/6/2023,1976.089966,1976.089966,1952.189941,1957.719971,1957.719971,4114240000
2/7/2023,1952.650024,1975.829956,1936.329956,1972.609985,1972.609985,4355860000
2/8/2023,1964.890015,1968.920044,1940.290039,1942.599976,1942.599976,4029820000
2/9/2023,1954.880005,1963.849976,1912.23999,1915.339966,1915.339966,4270200000
2/10/2023,1910.660034,1920.849976,1903.719971,1918.810059,1918.810059,3891520000
2/13/2023,1919.890015,1942.699951,1913.599976,1941.140015,1941.140015,3448620000
2/14/2023,1933.900024,1951.97998,1920.5,1939.910034,1939.910034,3929200000
2/15/2023,1929.72998,1960.969971,1924.910034,1960.969971,1960.969971,4075980000
2/16/2023,1946.050049,,1933.140015,1942.209961,1942.209961,4143660000
2/17/2023,1943.640015,,1928.390015,1946.359985,1946.359985,4045480000
2/21/2023,1937.050049,,1888.209961,1888.209961,1888.209961,4121590000
2/22/2023,1890.829956,,1885.109985,1894.680054,1894.680054,4079320000
2/23/2023,1902.719971,,1884.310059,1908.089966,1908.089966,3952940000
2/24/2023,1891.380005,,1875.810059,1890.48999,1890.48999,3877700000
2/27/2023,1902,,1891.890015,1896.27002,1896.27002,3836950000
2/28/2023,1896.699951,,1896.439941,1896.98999,1896.98999,5043400000
3/1/2023,1896.140015,,1888.72998,1898.430054,1898.430054,4249480000
3/2/2023,1888.430054,,1877.579956,1902.660034,1902.660034,4244900000
3/3/2023,1906.459961,,1901.97998,1928.26001,1928.26001,4084730000
3/6/2023,1928.079956,,1892.459961,1899.76001,1899.76001,4000870000
3/7/2023,1899.23999,1902.109985,1875.790039,1878.719971,1878.719971,3922500000
3/8/2023,1880.27002,1886.540039,1866.069946,1879.47998,1879.47998,3535570000
3/9/2023,1879.219971,1883.02002,1826.290039,1826.589966,1826.589966,4445260000
3/10/2023,1821.680054,1821.680054,1756.819946,1772.699951,1772.699951,5518190000
3/13/2023,1755.040039,1773.530029,1722.849976,1744.300049,1744.300049,6558020000
3/14/2023,1770.650024,1802.119995,1760.079956,1776.890015,1776.890015,5665870000
3/15/2023,1763.719971,1763.719971,1716.670044,1745.939941,1745.939941,6594010000
3/16/2023,1733.5,1781.099976,1717.589966,1771.23999,1771.23999,5695790000
3/17/2023,1765.160034,1765.160034,1720.920044,1725.890015,1725.890015,9354280000
3/20/2023,1733.51001,1761.73999,1733.51001,1744.98999,1744.98999,5347140000
3/21/2023,1761.869995,1788.369995,1761.869995,1777.73999,1777.73999,4920240000
3/22/2023,1776.51001,1779.719971,1726.609985,1727.359985,1727.359985,4533010000
3/23/2023,1733.5,1758.910034,1706.339966,1720.290039,1720.290039,4991600000
3/24/2023,1711.449951,1735.76001,1695.22998,1734.920044,1734.920044,4583970000
3/27/2023,1747.930054,1762.650024,1742.060059,1753.670044,1753.670044,4233540000
3/28/2023,1749.630005,1759.469971,1745.130005,1752.630005,1752.630005,4014600000
3/29/2023,1763.130005,1771.709961,1759.050049,1771.599976,1771.599976,4145250000
3/30/2023,1778.680054,1787.640015,1762.339966,1768.380005,1768.380005,3930860000
3/31/2023,1775.050049,1802.699951,1775.050049,1802.47998,1802.47998,4525120000
4/3/2023,1804.02002,1812.369995,1783.469971,1802.310059,1802.310059,4234700000
4/4/2023,1804.47998,1806.699951,1760.98999,1769.650024,1769.650024,4227800000
4/5/2023,1764.219971,1764.219971,1742.780029,1752.130005,1752.130005,3968020000
4/6/2023,1753.109985,1758.430054,1744.5,1754.459961,1754.459961,3486690000
4/10/2023,1749.310059,1773.22998,1745.459961,1772.439941,1772.439941,3423650000
4/11/2023,1776.900024,1794.449951,1776.900024,1786.589966,1786.589966,3665830000
4/12/2023,1793.660034,1803.189941,1772.390015,1773.699951,1773.699951,3633120000
4/13/2023,1778.469971,1800.640015,1778.469971,1796.680054,1796.680054,3596590000
4/14/2023,1798.150024,1805.02002,1770.560059,1781.150024,1781.150024,3575690000
4/17/2023,1784.380005,1802.839966,1784.119995,1802.839966,1802.839966,3611180000
4/18/2023,1807.23999,1809.589966,1787,1795.550049,1795.550049,3536640000
4/19/2023,1789.98999,1802.790039,1782.719971,1799.439941,1799.439941,3572560000
4/20/2023,1790.689941,1797.469971,1782.349976,1789.699951,1789.699951,3772080000
4/21/2023,1790.560059,1793.310059,1777.400024,1791.51001,1791.51001,3611750000
4/24/2023,1790.25,1797.609985,1781.670044,1788.869995,1788.869995,3290940000
4/25/2023,1779.329956,1779.329956,1745.910034,1745.949951,1745.949951,3978640000
4/26/2023,1741.290039,1747.280029,1725.819946,1730.410034,1730.410034,3837030000
4/27/2023,1733.400024,1752,1726.77002,1751.219971,1751.219971,3750550000
4/28/2023,1749.849976,1773.02002,1746.839966,1768.98999,1768.98999,4087800000
5/1/2023,1765.449951,1785.199951,1764.319946,1769.209961,1769.209961,3321370000
5/2/2023,1761.150024,1761.150024,1716.219971,1732.109985,1732.109985,4486130000
5/3/2023,1735.689941,1767.699951,1735.689941,1739.280029,1739.280029,4246510000
5/4/2023,1727.23999,1728.390015,,1718.810059,1718.810059,4920090000
5/5/2023,1742.52002,1763.780029,,1759.880005,1759.880005,4186270000
5/8/2023,1766.420044,1768.209961,,1754.469971,1754.469971,3641640000
5/9/2023,1747.439941,1756.089966,,1749.680054,1749.680054,3810140000
5/10/2023,1769.579956,1772.930054,,1759.51001,1759.51001,4057160000
5/11/2023,1748.890015,1749.439941,,1744.709961,1744.709961,3752900000
5/12/2023,1748.140015,1753.22998,,1740.849976,1740.849976,3533740000
5/15/2023,1744.660034,1768.75,,1761.550049,1761.550049,3562170000
5/16/2023,1755.160034,1755.160034,,1736.180054,1736.180054,3654200000
5/17/2023,1744.109985,1776.900024,,1774.5,1774.5,4039080000
5/18/2023,1770.819946,1787.359985,,1784.859985,1784.859985,3980500000
5/19/2023,1795.98999,1800.52002,,1773.719971,1773.719971,4041900000
5/22/2023,1777.640015,1801.390015,,1795.380005,1795.380005,3728520000
5/23/2023,1792.329956,1816.400024,1787.52002,1787.709961,1787.709961,4155320000
5/24/2023,1792.329956,1816.400024,1761.199951,1767,1767,3739190000
5/25/2023,1767.099976,1767.099976,1741.23999,1754.599976,1754.599976,4147760000
5/26/2023,1755.359985,1774.689941,1755.290039,1773.02002,1773.02002,3715460000
5/30/2023,1776.609985,1784.709961,1761.349976,1767.290039,1767.290039,4228510000
5/31/2023,1761.329956,1765.410034,1736.819946,1749.650024,1749.650024,5980670000
6/1/2023,1750.859985,1773.01001,1744.369995,1767.939941,1767.939941,4391860000
6/2/2023,1782.339966,1831.709961,1782.339966,1830.910034,1830.910034,4454200000
6/5/2023,1825.77002,1825.77002,1797.27002,1806.709961,1806.709961,3813290000
6/6/2023,1804.670044,1859.390015,1801.599976,1855.400024,1855.400024,3996560000
6/7/2023,1861.199951,1893.560059,1861.199951,1888.449951,1888.449951,4537800000
6/8/2023,1886.030029,1886.030029,1867.910034,1880.780029,1880.780029,3826740000
6/9/2023,1881.27002,1881.73999,1862.5,1865.709961,1865.709961,3786510000
6/12/2023,1866.77002,1880.449951,1863.099976,1873.209961,1873.209961,3945670000
6/13/2023,1878.089966,1903,1878.089966,1896.329956,1896.329956,4275400000
6/14/2023,1898.73999,1904.920044,1864.079956,1874.099976,1874.099976,4252110000
6/15/2023,1870.170044,1890.089966,1866.26001,1889.280029,1889.280029,4176690000
6/16/2023,1900.119995,1906.829956,1868.650024,1875.469971,1875.469971,6848600000
6/20/2023,1871.48999,1871.48999,1856.199951,1866.699951,1866.699951,4055790000
6/21/2023,1862.390015,1873.959961,1855.079956,1863.01001,1863.01001,3709330000
6/22/2023,1860.030029,1860.030029,1843.920044,1848.180054,1848.180054,3511000000
6/23/2023,1835.430054,1838.160034,1818.810059,1821.630005,1821.630005,6053620000
6/26/2023,1821.339966,1841.060059,1819.800049,1823.26001,1823.26001,3415030000
6/27/2023,1825.76001,1855.109985,1823.540039,1849.930054,1849.930054,3573500000
6/28/2023,1847.599976,1859,1842.300049,1858.709961,1858.709961,3739330000
6/29/2023,1860.26001,1883.77002,1860.26001,1881.589966,1881.589966,3696660000
6/30/2023,1889.199951,1898.400024,1887.550049,1888.72998,1888.72998,3923450000
7/3/2023,1887.030029,1898.599976,1885.630005,1896.780029,1896.780029,2034280000
7/5/2023,1891.959961,1891.959961,1872.910034,1872.910034,1872.910034,3482620000
7/6/2023,1867.130005,1867.130005,1823.910034,,1842.22998,3682020000
7/7/2023,1843.160034,1878.900024,1843.160034,,1864.660034,3630480000
7/10/2023,1862.209961,1895.569946,1860.420044,,1895.25,3429600000
7/11/2023,1899.26001,1915.180054,1895.880005,,1913.359985,3624220000
7/12/2023,1931.829956,1944.22998,1931.280029,,1933.380005,3920290000
7/13/2023,1937.900024,1952.540039,1936.51001,,1950.890015,3839530000
7/14/2023,1949.859985,1949.859985,1920.339966,,1931.089966,3647450000
7/17/2023,1929.420044,1958.050049,1926.640015,,1951.27002,3538240000
7/18/2023,1952.109985,1977.579956,1952.109985,,1976.069946,4090010000
7/19/2023,1981.780029,1990.25,1977.25,,1984.890015,4115670000
7/20/2023,1984.52002,1984.52002,1960.170044,,1967.160034,3761770000
7/21/2023,1976.939941,1981.640015,1958.73999,,1960.26001,3570190000
7/24/2023,1961.040039,1973.319946,1958.329956,1965.680054,1965.680054,3856250000
7/25/2023,1963.619995,1976.930054,1961.420044,1966.109985,1966.109985,0
7/26/2023,1964.569946,1984.780029,1962.48999,1980.359985,1980.359985,3990290000
7/27/2023,1988.619995,1994.819946,1949.089966,1954.900024,1954.900024,4553210000
7/28/2023,1964.969971,1983.839966,1964.969971,1981.540039,1981.540039,3981010000
7/31/2023,1984.800049,2003.619995,1984.800049,2003.180054,2003.180054,4503600000
8/1/2023,1996.890015,1996.890015,1976.790039,1994.170044,1994.170044,4042370000
8/2/2023,1981.280029,1981.280029,1957.130005,1966.829956,1966.829956,4270710000
8/3/2023,1962.400024,1970.540039,1948.699951,1961.400024,1961.400024,4149120000
8/4/2023,1961.77002,1977.48999,1955.140015,1957.459961,1957.459961,4143310000
8/7/2023,1959.119995,1961.48999,1944.810059,1958.939941,1958.939941,3493920000
8/8/2023,1945.099976,1947.630005,1924.22998,1947.420044,1947.420044,3884910000
8/9/2023,1946.660034,1946.660034,1925.130005,1930.77002,1930.77002,3803100000
8/10/2023,1933.97998,1953.140015,1916.609985,1922.619995,1922.619995,4504370000
8/11/2023,1918.199951,1929.380005,1914.099976,1925.109985,1925.109985,3753290000
8/14/2023,1919.949951,1920.900024,1903.52002,1920.48999,1920.48999,3896410000
8/15/2023,1913.630005,1913.630005,1895.75,1895.75,1895.75,3832250000
8/16/2023,1893.97998,,1871.52002,1871.52002,1871.52002,3753910000
8/17/2023,1874.160034,,1850.060059,1850.060059,1850.060059,3943700000
8/18/2023,1841.01001,,1830.839966,1859.420044,1859.420044,3940400000
8/21/2023,1860.130005,,1846.300049,1856.01001,1856.01001,3726850000
8/22/2023,1860,,1847.27002,1850.839966,1850.839966,3522760000
8/23/2023,1851.859985,,1849.829956,1870.030029,1870.030029,3837270000
8/24/2023,1868.319946,,1845.97998,1846.280029,1846.280029,3723470000
8/25/2023,1850.609985,,1831.949951,1853.630005,1853.630005,3296180000
8/28/2023,1859.329956,1877.449951,1859.329956,1869.01001,1869.01001,2957230000
8/29/2023,1868.670044,1896.660034,1864.150024,1895.540039,1895.540039,3354820000
8/30/2023,1893.469971,1908.890015,1889.280029,1903.209961,1903.209961,3064110000
8/31/2023,1904.359985,1913.199951,1898.949951,1899.680054,1899.680054,3946360000
9/1/2023,1908.170044,1926.810059,1908.170044,1920.829956,1920.829956,3246260000
